"","entityIso","entityName.x","dataYear","Active mobile-broadband subscriptions per 100 people","Data and voice mobile-broadband subscriptions per 100 people","Fixed-broadband subscriptions per 100 people","At least 3G %","At least LTE/WiMAX %","Active mobile-broadband subscriptions count","At least 2G %","256 kbit/s to less than 2 Mbit/s count","256 kbit/s to less than 2 Mbit/s % fixed broadband subscriptions","256 kbit/s to less than 2 Mbit/s per 100 people","2 Mbit/s to less than 10 Mbit/s count","2 Mbit/s to less than 10 Mbit/s per 100 people","Fixed-broadband subscriptions count","Equal to or above 10 Mbit/s count","Equal to or above 10 Mbit/s per 100 people","Satellite broadband count","Terrestrial fixed wireless count","Fibre-to-the-home/building count","Other fixed broadband count","Households with Internet access at home %","DSL  count","Data and voice mobile-broadband subscriptions count","Data-only mobile-broadband subscriptions count","Active subscriptions to LTE/WiMAX mobile-broadband networks count","Cable modem count","10 Mbit/s to less than 30 Mbit/s count","30 Mbit/s to less than 100 Mbit/s count","Equal to or above 100 Mbit/s count","Equal to or above 10 Mbit/s % fixed broadband subscriptions","2 Mbit/s to less than 10 Mbit/s % fixed broadband subscriptions","At least 5G %","entityName.y","Female %","Male %","Individuals using the Internet %","entityName","Full-time equivalent telecommunication employees  per 1000 main lines","Annual foreign investment in telecommunications LCU","Full-time equivalent telecommunication employees  count","Full-time equivalent telecommunication employees  female","Revenue from all telecommunication services USD","Annual investment in telecommunication services USD","Revenue from all telecommunication services per employee","Annual investment in telecommunication services As % of revenues","Individuals with basic ICT skills in safety","Individuals with above basic ICT skills in safety","Individuals with basic ICT skills in information and data literacy","Individuals with above basic ICT skills in information and data literacy","Individuals with basic ICT skills in digital content creation","Individuals with above basic ICT skills in digital content creation","Individuals with basic skills in communication and collaboration","Individuals with above basic ICT skills in communication and collaboration","Individuals with basic ICT skills in problem solving","Individuals with above basic ICT skills in problem solving"
"58","DJI","Djibouti",2018,18.4273,14.1891,2.37974,70,5,197519,85,21544,84.4598,2.00992,3404,0.317572,25508,560,0.0522446,0,0,763,0,46.5149,24745,152090,45429,0,0,NA,NA,NA,2.19539,13.3448,NA,"Djibouti",NA,NA,57.0617,"Djibouti",48.5687,0,1790,480,118877000,8485680,66411.6,7.13822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","GAB","Gabon",2018,87.9542,86.6389,0.953118,97,97,1945830,99,NA,NA,NA,12393,0.560182,21086,8717,0.394021,NA,NA,8717,NA,57.8414,12369,1916730,NA,NA,NA,NA,NA,NA,41.3402,58.7736,NA,"Gabon",NA,NA,55.4202,"Gabon",36.0253,NA,786,NA,392486000,NA,499346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","GEO","Georgia",2018,77.721,76.8689,22.5911,99.98,99.72,2949420,99.98,7257,0.846489,0.191231,194727,5.13131,857306,655322,17.2686,28,133904,648292,NA,75.8005,75082,2917080,32335,1688530,0,478530,162877,13915,76.4397,22.7138,NA,"Georgia",61.173,64.4942,62.7179,"Georgia",18.6377,NA,11273,4261,333328000,233864000,29568.7,70.1605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","GMB","Gambia",2018,34.9308,NA,0.184737,88,7.5,838210,98,2660,60.0045,0.11085,1330,0.0554252,4433,443,0.0184612,NA,NA,NA,NA,63.2564,NA,NA,NA,31106,NA,NA,NA,NA,9.99323,30.0023,NA,"Gambia",NA,NA,28.3,"Gambia",67.9545,NA,2990,NA,NA,2635610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","PSE","State of Palestine",2018,16.3093,NA,7.50601,57,0,791100,97,532,0.146119,0.0109677,177103,3.65116,364086,186451,3.84388,0,2774,507,0,NA,360805,NA,NA,0,0,183778,2673,0,51.2107,48.6432,NA,"State of Palestine",60.2284,68.4727,64.4,"State of Palestine",5.24331,0,2463,721,143337000,17795500,58196.3,12.4151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","DEU","Germany",2018,82.321,77.9861,40.9651,NA,98.2,68629800,99,271081,0.793748,0.32516,3805960,4.56523,34152000,30075000,36.0748,24999,16857,1087690,45000,89.8986,24997200,65015800,3613930,41400000,7980290,11188200,12096900,6789950,88.0621,11.1442,NA,"Germany",84.1628,89.9817,87.0371,"Germany",3.48,NA,147900,NA,48678900000,10746700000,329134,22.0767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","GHA","Ghana",2018,89.1478,88.8848,0.199977,80,34.86,27312700,96.79,NA,NA,NA,NA,NA,61268,NA,NA,101,2165,194,NA,25,58808,27232200,80581,1128500,NA,NA,NA,NA,NA,NA,NA,"Ghana",NA,NA,43,"Ghana",NA,NA,NA,NA,1286860000,393822000,NA,30.6033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","GIB","Gibraltar",2018,86.2627,NA,54.4529,100,100,30066,100,0,0,0,0,0,18979,18979,54.4529,0,0,18979,0,NA,0,NA,NA,NA,0,8071,1049,9859,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","KIR","Kiribati",2018,11.4855,48.293,0.0712624,67,53,14022,72,26,29.8851,0.0212968,56,0.0458701,87,2,0.00163822,NA,NA,0,0,47.1818,0,58958,1755,NA,0,1,1,0,2.29885,64.3678,NA,"Kiribati",NA,NA,32.9864,"Kiribati",NA,1500000,123,69,NA,1942600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","GRC","Greece",2018,79.801,75.7055,36.9203,99.7,98.8,8563330,99.9,382,0.00964193,0.00355983,172482,1.60735,3961860,3789000,35.3094,4257,1196,6032,136,76.4933,3950240,8123840,439483,3949140,0,3064490,700131,24376,95.6368,4.35356,NA,"Greece",70.5309,74.0668,72.2384,"Greece",3.23184,NA,16530,NA,5764410000,907658000,348724,15.7459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","GRL","Greenland",2018,3.408,NA,24.0611,100,100,1911,100,208,1.54165,0.370938,6296,11.228,13492,6988,12.4621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7937,46.6647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","GRD","Grenada",2018,91.0875,NA,23.3268,NA,NA,105380,NA,NA,NA,NA,NA,NA,26987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grenada",NA,NA,61.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","GIN","Guinea",2018,23.2868,23.2868,0.00954759,31,18.5,2958530,79,NA,NA,NA,NA,NA,1213,NA,NA,NA,NA,NA,NA,11.0539,NA,2958530,NA,359102,NA,NA,NA,NA,NA,NA,NA,"Guinea",15.4,29.4,21.83,"Guinea",NA,3.241e+11,2099,NA,505692000,53720200,240921,10.6231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","HTI","Haiti",2018,30.4227,NA,0.283698,60,30,3335050,NA,NA,NA,NA,NA,NA,31100,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haiti",NA,NA,32.4736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","HND","Honduras",2018,31.5403,NA,3.63393,78.36,67.46,3079980,90.74,76997,21.6978,0.788483,265068,2.71441,354861,12796,0.131037,NA,62071,2547,3199,31.0763,24256,NA,NA,1252520,262788,10964,1832,NA,3.60592,74.6963,NA,"Honduras",37.7922,34.1519,36.0401,"Honduras",44.0843,NA,23453,NA,872967000,168869000,37222,19.3442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","HKG","Hong Kong, China",2018,153.343,138.926,36.3353,99,99,11456600,100,0,0,0,19310,0.258459,2714680,2695370,36.0768,NA,3852,2096630,26805,92.2717,432389,10379500,1077110,10216000,155000,434023,100628,2160720,99.2887,0.711318,NA,"Hong Kong, China",89.1429,92.0172,90.5074,"Hong Kong, China",4.77519,NA,20037,7903,13840700000,1118200000,690755,8.07909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","HUN","Hungary",2018,67.342,62.6935,31.5063,99.2,99.2,6582270,99.2,42659,1.38524,0.436436,163918,1.67701,3079550,2872970,29.3928,0,105420,726975,NA,83.3089,734109,6127910,454357,NA,1513050,453445,654650,1764880,93.292,5.32279,NA,"Hungary",74.8465,77.3802,76.0744,"Hungary",NA,NA,NA,NA,2966070000,507373000,NA,17.1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","ISL","Iceland",2018,115.89,98.6844,39.1065,99,98.2,408923,99,159,0.115227,0.0450611,268,0.0759521,137989,137562,38.9855,NA,560,72253,NA,95.4686,63743,348212,60711,370446,1433,8390,43186,85986,99.6906,0.194218,NA,"Iceland",99.413,98.6356,99.011,"Iceland",10.8822,NA,1360,NA,250912000,104055000,184494,41.4708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","IND","India",2018,36.8957,36.8957,1.32178,94,94,507190000,97,291113,1.60216,0.0211771,8228850,0.59861,18170000,9650040,0.701995,956,26772,1188840,3516560,23.8,12098200,507190000,NA,436110000,1338690,NA,NA,NA,53.1097,45.2881,NA,"India",14.9,25,20.0813,"India",NA,1.8337e+11,NA,NA,30184300000,29658700000,NA,98.2585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","IDN","Indonesia",2018,86.4117,63.0493,3.2873,97.7,97.59,233270000,98.71,3987830,44.9377,1.47724,615969,0.228177,8874120,4270320,1.58188,5480,24867,6283950,NA,66.2233,2555790,170203000,63067200,175898000,4029,NA,NA,NA,48.1211,6.94119,NA,"Indonesia",37.4875,42.3069,39.9046,"Indonesia",45.0949,3.54438e+13,374446,168038,18599400000,5043220000,49671.7,27.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","IRN","Iran (Islamic Republic of)",2018,64.7879,64.6226,11.3876,79,76,55794000,96.5,4055490,41.3541,4.70923,3762770,4.36932,9806750,1987860,2.3083,0,1198220,0,214063,79.371,8394470,55651700,142367,19882800,0,1987860,0,0,20.2703,38.3692,0,"Iran (Islamic Republic of)",66.5468,73.772,70.2006,"Iran (Islamic Republic of)",2.05366,0,62599,21909,7621350000,1151450000,121749,15.1082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","IRQ","Iraq",2018,38.021,NA,11.1567,94.57,0,15309400,100,2695400,60,6.69404,1347700,3.34702,4492330,449233,1.11567,2008,4000530,290498,0,65.3667,40058,NA,533636,0,290556,NA,NA,NA,10,30,NA,"Iraq",NA,NA,33.9,"Iraq",5.68349,NA,15374,3752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","IRL","Ireland",2018,102.657,96.4822,29.3513,95,90,5002030,99,8010,0.560077,0.16439,172128,3.5326,1430160,1250020,25.6543,4522,47552,90642,NA,89,914600,4701150,298419,NA,372844,145688,680381,423953,87.4043,12.0356,NA,"Ireland",87.9877,85.9951,87.0001,"Ireland",5.05956,NA,9252,NA,4165460000,803049000,450223,19.2787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","ISR","Israel",2018,111.632,NA,28.6132,99,90,9500000,99,0,0,0,NA,NA,2435000,NA,NA,NA,NA,50000,NA,74.9391,1655000,NA,NA,NA,730000,NA,NA,NA,NA,NA,NA,"Israel",82.6318,84.8952,83.7332,"Israel",NA,NA,NA,NA,5137920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","ITA","Italy",2018,90.4079,76.2821,28.4649,100,99,54495600,100,105519,0.614989,0.175056,4149690,6.88432,17157900,12902700,21.4055,0,1232530,895803,0,75.1169,15029600,45980900,8514720,NA,0,5079130,2662650,5160910,75.1997,24.1853,NA,"Italy",71.7819,77.0705,74.3872,"Italy",3.20205,NA,65311,NA,30386800000,9930360000,465263,32.6798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","CIV","Côte d'Ivoire",2018,56.226,55.3896,0.640536,72.9,55,15442000,97.12,111567,63.4199,0.406227,53536,0.19493,175918,10815,0.0393786,5,72622,10284,8320,15.8527,84687,15212300,229712,NA,0,NA,NA,NA,6.14775,30.4324,0,"Côte d'Ivoire",29.3579,45.2287,37.5465,"Côte d'Ivoire",8.48881,0,2567,984,1861390000,314346000,725125,16.8877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","JAM","Jamaica",2018,53.2717,NA,10.0974,98,73,1502310,100,5654,1.98556,0.20049,83666,2.96678,284756,195436,6.93012,NA,NA,60300,NA,64.4064,108090,NA,NA,NA,174421,NA,NA,NA,68.6328,29.3816,NA,"Jamaica",71.5634,64.8012,68.2145,"Jamaica",5.32131,NA,1936,1169,646569000,NA,333972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","JPN","Japan",2018,140.058,NA,32.6965,99.9,99.9,177752000,99.9,337730,0.81388,0.266111,1981510,1.56131,41496300,37920400,29.879,NA,4580,31660000,1246170,95.7364,1729650,NA,NA,202883000,6855860,1845490,1804400,34270500,91.3826,4.77515,NA,"Japan",86.4968,91.1605,88.7464,"Japan",1.12991,NA,71685,NA,1.51422e+11,13114100000,2112320,8.66063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","KAZ","Kazakhstan",2018,71.1931,69.3196,13.0002,87.9,75.3,13478800,96.6,67400,2.73839,0.355997,1020800,5.39172,2461300,1276400,6.74177,2500,94200,1215700,122500,87.5881,990300,13124100,354700,8249500,36200,NA,NA,NA,51.8588,41.474,NA,"Kazakhstan",77.8547,80.0414,78.9039,"Kazakhstan",14.0439,NA,45026,16644,2269930000,231104000,50413.8,10.1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","JOR","Jordan",2018,83.4592,72.1045,3.81939,99.8,99,8731760,99.98,3628,0.907917,0.0346769,171627,1.64043,399596,224341,2.14428,0,171214,74004,0,41.6441,154378,7543790,1187970,909083,0,98493,76952,48896,56.142,42.9501,NA,"Jordan",NA,NA,65.2,"Jordan",10.9578,0,4045,1022,908967000,191371000,224714,21.0536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","KEN","Kenya",2018,42.9091,40.8672,0.739931,86,35,21543400,96,97752,26.3129,0.194698,273746,0.545234,371498,NA,NA,1547,58864,175824,7479,12.0898,976,20518200,1025200,3522780,126808,NA,NA,NA,NA,73.6871,NA,"Kenya",NA,NA,19.5,"Kenya",138.307,NA,9079,3936,NA,567594000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","KOR","Korea (Rep. of)",2018,112.585,100.614,41.219,99.9,99.9,58139700,99.9,0,0,0,0,0,21285900,21285900,41.219,0,0,17108300,NA,99.4782,696779,51958100,6181580,55154200,3480800,15940,1726550,16408900,100,0,NA,"Korea (Rep. of)",94.8292,97.1748,96.0229,"Korea (Rep. of)",5.09444,NA,131981,NA,52669200000,5127860000,399067,9.73596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","KWT","Kuwait",2018,125.416,70.3339,2.40138,100,100,5422240,100,22157,21.3415,0.512492,41236,0.953789,103821,40428,0.9351,0,5447,24975,2472,100,70927,3040810,2381430,4894580,0,33538,6093,797,38.9401,39.7184,NA,"Kuwait",99.7954,99.5215,99.5988,"Kuwait",19.3001,0,9950,3881,3022770000,300421000,303796,9.93861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","KGZ","Kyrgyzstan",2018,93.4712,NA,3.95179,88,70,5927690,99.2,22654,9.03947,0.357221,158296,2.4961,250612,69662,1.09847,47,17962,41779,110360,70.059,430,NA,NA,NA,80034,NA,NA,NA,27.7968,63.1638,NA,"Kyrgyzstan",NA,NA,62.8,"Kyrgyzstan",30.6758,287746,10158,5119,328273000,49739400,32316.7,15.1518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","LAO","Lao P.D.R.",2018,41.6156,NA,0.636626,78,43,2966380,94,16185,35.6663,0.227061,27864,0.390907,45379,1330,0.0186587,NA,NA,NA,NA,19.5411,NA,NA,NA,NA,NA,NA,NA,NA,2.93087,61.4029,NA,"Lao P.D.R.",NA,NA,36.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","LBN","Lebanon",2018,51.8638,48.3456,NA,98.4,98.2,3103590,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2893060,60847,2242870,NA,NA,NA,NA,NA,NA,NA,"Lebanon",NA,NA,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","LSO","Lesotho",2018,55.4532,NA,0.263922,97.84,65,1210880,98,NA,NA,NA,NA,NA,5763,NA,NA,NA,NA,NA,NA,2.41552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lesotho",NA,NA,40.8,"Lesotho",NA,NA,NA,NA,127229000,19850000,NA,15.6018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","LVA","Latvia",2018,130.289,97.1309,27.2877,NA,NA,2511440,NA,4564,0.867689,0.236773,100038,5.1898,525995,421393,21.8612,0,10050,355654,24153,81.5769,118513,1872280,639157,NA,17625,64944,48290,308159,80.1135,19.0188,NA,"Latvia",83.9624,83.1415,83.5772,"Latvia",17.6738,NA,4705,1782,628236000,91705300,133525,14.5973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","LBR","Liberia",2018,24.7132,NA,NA,NA,NA,1222000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberia",NA,NA,17.2777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","LIE","Liechtenstein",2018,129.217,123.929,43.8302,99,98,49269,100,21,0.125658,0.0550762,1730,4.53723,16712,14961,39.2379,0,0,1413,0,90.0496,8480,47253,2016,49269,6819,10522,1990,2449,89.5225,10.3518,NA,NA,NA,NA,NA,"Liechtenstein",11.5463,NA,176,NA,56409300,24788100,320508,43.9433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","LTU","Lithuania",2018,98.5094,79.5194,28.1445,99.99,99,2760710,100,2176,0.275882,0.0776456,40554,1.44708,788743,746013,26.6198,0,47695,580156,5738,78.3772,132515,2228520,532190,2107200,22639,152629,226250,367134,94.5825,5.1416,NA,"Lithuania",79.8985,79.5269,79.7226,"Lithuania",13.3469,1143950000,5700,NA,628606000,95370300,110282,15.1717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","LUX","Luxembourg",2018,113.813,111.676,36.8853,99,97,692100,99,0,0,0,36300,5.9694,224300,224300,36.8853,0,NA,78200,1100,92.9858,122700,679100,13000,NA,22300,84000,43500,96800,100,16.1837,NA,"Luxembourg",95.973,98.1115,97.0613,"Luxembourg",8.6645,NA,2370,NA,626142000,95184900,264195,15.2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","MAC","Macao, China",2018,331.1,NA,29.3056,NA,NA,2181190,NA,NA,NA,NA,NA,NA,193057,NA,NA,NA,NA,NA,NA,90.2263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macao, China",83.7895,83.771,83.7941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","MDG","Madagascar",2018,14.9024,NA,0.0989674,65,25,4097390,80,1492,5.48308,0.00542646,18136,0.0659613,27211,7583,0.0275796,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,27.8674,66.6495,NA,"Madagascar",NA,NA,7.7478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","MWI","Malawi",2018,26.6428,24.296,0.0613015,54,30,4936390,84,4901,43.1502,0.0264517,6369,0.0343748,11358,88,0.000474955,1,10882,385,10,10.474,80,4501580,434816,145621,0,NA,NA,NA,0.774784,56.075,NA,"Malawi",NA,NA,8.79829,"Malawi",90.2481,24906600000,1353,419,402244000,71460100,297298,17.7653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","MYS","Malaysia",2018,111.8,110.678,8.1918,94.7,79.7,36794500,94.8,222500,8.25297,0.676066,747100,2.27006,2696000,1726400,5.24567,3400,2000,1736000,3400,86.9846,951200,36425300,369200,29784800,NA,135000,387400,1204000,64.0356,27.7114,NA,"Malaysia",78.7261,83.5169,81.201,"Malaysia",5.10163,3.2275e+10,37900,15200,8271280000,1597200000,218240,19.3102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","MDV","Maldives",2018,60.7232,49.1189,10.018,100,100,287281,100,NA,NA,NA,NA,NA,47395,NA,NA,0,29,24920,1153,93.0008,10364,232381,54900,NA,10958,NA,NA,NA,NA,NA,NA,"Maldives",NA,NA,70.9,"Maldives",63.8264,NA,1197,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","MLI","Mali",2018,28.2591,26.7107,0.591595,55,28,5776720,100,85871,71.0065,0.420071,7553,0.0369484,120934,7553,0.0369484,0,102757,794,0,17.3722,15110,5460210,316511,0,0,0,0,0,6.24556,6.24556,0,"Mali",NA,NA,21.4,"Mali",5.34422,0,1219,293,910534000,231211000,746952,25.3929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","MLT","Malta",2018,76.908,69.2481,39.5893,100,100,372664,100,0,0,0,523,0.107933,191833,191310,39.4813,0,10226,21532,0,84.1443,67523,335547,37117,10226,92552,16356,111155,63799,99.7274,0.272633,NA,"Malta",81.7067,81.6127,81.658,"Malta",7.19943,NA,1839,593,272758000,NA,148318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","MRT","Mauritania",2018,50.7484,NA,0.304863,43,0,2201310,96,NA,NA,NA,NA,NA,13224,NA,NA,NA,NA,NA,NA,24.9446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mauritania",NA,NA,22.967,"Mauritania",11.708,NA,702,NA,264284000,53030600,376473,20.0658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MUS","Mauritius",2018,77.6904,76.6042,21.3139,99,99,1001300,99,51800,18.8569,4.01914,800,0.0620717,274700,222100,17.2326,NA,NA,224900,NA,69.7312,NA,987300,14000,NA,NA,212900,6900,2300,80.8518,0.291227,NA,"Mauritius",56.3968,60.8746,58.5962,"Mauritius",37.2024,NA,16157,7613,267258000,NA,16541.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","MEX","Mexico",2018,70.8744,70.1461,14.7374,89.64,88.2,88290800,92.68,319193,1.73863,0.256228,1989430,1.59699,18358900,15892700,12.7577,9411,100049,3720310,375696,52.5109,7168180,87383600,907284,NA,6985270,NA,NA,366708,86.5666,10.8363,0,"Mexico",56.1804,57.1903,56.6596,"Mexico",9.71004,18074100000,210194,69229,25713700000,4461080000,122333,17.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","MCO","Monaco",2018,85.3122,81.5878,51.5909,100,100,32550,100,50,0.254013,0.131048,91,0.238507,19684,19543,51.2214,0,0,NA,0,82.3789,3302,31129,2609,24454,11695,NA,NA,11695,99.2837,0.462304,NA,NA,NA,NA,NA,"Monaco",5.003,0,217,48,NA,11704000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","MNG","Mongolia",2018,83.789,50.5726,9.66655,95,45,2654190,100,81132,26.4957,2.56122,223301,7.0493,306208,1775,0.0560342,58,11034,252675,NA,43.3,20038,1601990,1052200,1473400,NA,NA,NA,NA,0.579671,72.9384,NA,"Mongolia",51.204,42.7963,47.13,"Mongolia",32.667,NA,12082,6029,510901000,75994300,42286.1,14.8746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","MDA","Moldova",2018,68.7486,61.093,19.7584,99.8,97,2168170,99.99,18861,3.02679,0.598046,8364,0.265206,623135,595910,18.8951,NA,2417,394199,NA,54.2114,182178,1926740,241439,1019810,44341,194431,338871,62608,95.631,1.34225,NA,"Moldova",NA,NA,50.3,"Moldova",5.55405,NA,6155,2348,284934000,71079100,46293.1,24.9458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","MNE","Montenegro",2018,74.5909,65.7431,25.825,98,97.62,459327,99.58,5775,3.63141,0.937812,33462,5.43395,159029,119792,19.4532,79,9106,47535,307,72.1777,55346,404843,54484,215935,46656,37942,73790,8060,75.3271,21.0414,NA,"Montenegro",71.7125,71.3587,71.5171,"Montenegro",8.14438,87940500,1408,NA,277165000,109393000,196850,39.4684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","MAR","Morocco",2018,59.3987,58.6393,4.33206,98,96,21288400,99.7,13960,0.899138,0.0389512,1059380,2.95589,1552600,479256,1.33722,8620,24301,73169,28297,74.1668,1418210,21016200,272185,9605380,0,405660,3561,70035,30.868,68.2329,NA,"Morocco",61.1112,68.5423,64.8039,"Morocco",4.46083,NA,9810,2330,3422500000,513975000,348879,15.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","MOZ","Mozambique",2018,15.3143,15.1793,0.241714,82,33,4444010,85,45676,65.1193,0.157402,19424,0.0669363,70142,5042,0.017375,NA,13404,4576,1290,5.20372,32944,4404840,39175,2901880,17928,NA,NA,NA,7.18828,27.6924,NA,"Mozambique",NA,NA,10.9,"Mozambique",44.8846,NA,2828,NA,8506100,1941020,3007.81,22.8191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","OMN","Oman",2018,89.3875,74.8322,9.17127,99.2,96.05,4113350,99.3,5236,1.24066,0.113784,327688,7.12101,422035,89111,1.93648,35,127147,84302,3305,94.4052,206644,3443560,669791,NA,NA,NA,NA,1254,21.1146,77.6447,NA,"Oman",NA,NA,85.5,"Oman",6.84601,NA,3836,951,2199880000,534530000,573483,24.2982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","NAM","Namibia",2018,66.0174,64.7796,2.43865,53,39,1701490,100,21311,33.9066,0.826864,31586,1.22553,62852,9955,0.386253,960,NA,498,7380,29.0194,54014,1669580,31902,NA,NA,0,0,0,15.8388,50.9715,NA,"Namibia",NA,NA,42.8,"Namibia",7.39926,NA,1049,392,234766000,62920500,223800,26.8014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","NPL","Nepal (Republic of)",2018,47.5449,NA,2.82041,NA,NA,13350400,NA,NA,NA,NA,NA,NA,791961,NA,NA,NA,NA,NA,NA,24.4698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nepal (Republic of)",NA,NA,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","NLD","Netherlands",2018,122.436,119.452,42.5152,99,99,21330000,100,5558,0.0750402,0.0319035,67296,0.386286,7406700,7333850,42.0971,NA,NA,1281230,NA,94.9367,2654020,20810000,520000,NA,3471450,659396,3422720,3251730,99.0164,0.908583,NA,"Netherlands",90.6667,93.1507,91.8919,"Netherlands",NA,NA,NA,NA,12000100000,2653520000,NA,22.1124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
